Complaint Type,Location Type,Street Name,Borough
HEAT/HOT WATER,RESIDENTIAL BUILDING,144 AVENUE,QUEENS
PLUMBING,RESIDENTIAL BUILDING,NEW YORK AVENUE,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,NEW YORK AVENUE,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,173 STREET,QUEENS
Traffic Signal Condition,nan,nan,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,TELLER AVENUE,BRONX
PLUMBING,RESIDENTIAL BUILDING,NEW YORK AVENUE,BROOKLYN
PAINT/PLASTER,RESIDENTIAL BUILDING,CONVENT AVENUE,MANHATTAN
PAINT/PLASTER,RESIDENTIAL BUILDING,LELAND AVENUE,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,LINDEN STREET,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,CONVENT AVENUE,MANHATTAN
PLUMBING,RESIDENTIAL BUILDING,WEST   24 STREET,BROOKLYN
DOF Property - Request Copy,Property Address,nan,QUEENS
SAFETY,RESIDENTIAL BUILDING,FREEMAN STREET,BRONX
PLUMBING,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
PLUMBING,RESIDENTIAL BUILDING,WEST  114 STREET,MANHATTAN
PLUMBING,RESIDENTIAL BUILDING,EAST TREMONT AVENUE,BRONX
PLUMBING,RESIDENTIAL BUILDING,EAST   21 STREET,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST  183 STREET,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,PROSPECT AVENUE,BRONX
Overgrown Tree/Branches,Street,nan,Unspecified
UNSANITARY CONDITION,RESIDENTIAL BUILDING,GRANT AVENUE,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,GRANT AVENUE,BRONX
Elevator,nan,BROAD HALLOW ROAD,QUEENS
Elevator,nan,RIVERSIDE DRIVE,MANHATTAN
Elevator,nan,16 STREET,BROOKLYN
Elevator,nan,METROPOLITAN OVAL,BRONX
Elevator,nan,70 STREET,QUEENS
Elevator,nan,WETHEROLE STREET,QUEENS
Elevator,nan,KISSENA BOULEVARD,QUEENS
PLUMBING,RESIDENTIAL BUILDING,25 ROAD,QUEENS
PLUMBING,RESIDENTIAL BUILDING,STORY AVENUE,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,STORY AVENUE,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,CASTLE HILL AVENUE,BRONX
PAINT/PLASTER,RESIDENTIAL BUILDING,ARTHUR AVENUE,BRONX
Elevator,nan,ALBEMARLE ROAD,BROOKLYN
Elevator,nan,BAY RIDGE PARKWAY,BROOKLYN
Elevator,nan,WEST  181 STREET,MANHATTAN
Overgrown Tree/Branches,Street,74 STREET,QUEENS
UNSANITARY CONDITION,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
UNSANITARY CONDITION,RESIDENTIAL BUILDING,FREEMAN STREET,BRONX
Street Sign - Damaged,Street,EAST   59 STREET,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,AVENUE A,MANHATTAN
Noise - Commercial,Store/Commercial,WEST  116 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,EAST   15 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,AINSLIE STREET,BROOKLYN
UNSANITARY CONDITION,RESIDENTIAL BUILDING,KNICKERBOCKER AVENUE,BROOKLYN
Street Condition,nan,BRINKERHOFF AVENUE,QUEENS
Noise - Commercial,Club/Bar/Restaurant,AMSTERDAM AVENUE,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,BELL BOULEVARD,QUEENS
Noise - Commercial,Club/Bar/Restaurant,ORCHARD STREET,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,METROPOLITAN AVENUE,BROOKLYN
Street Condition,nan,nan,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,WEST   21 STREET,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,ST MARKS PLACE,MANHATTAN
Noise - Commercial,Store/Commercial,SAINT NICHOLAS AVENUE,MANHATTAN
Damaged Tree,Street,FARRAGUT ROAD,BROOKLYN
PAINT/PLASTER,RESIDENTIAL BUILDING,BRUCKNER BOULEVARD,BRONX
Building/Use,nan,150 ROAD,QUEENS
Noise - Commercial,Store/Commercial,BUSHWICK AVENUE,BROOKLYN
SCRIE,Senior Address,nan,MANHATTAN
SCRIE,Senior Address,nan,BROOKLYN
Noise - Commercial,Store/Commercial,COLUMBUS AVENUE,MANHATTAN
Noise - Commercial,Store/Commercial,BEACH AVENUE,BRONX
Noise - Commercial,Store/Commercial,WEST   51 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,MOTT STREET,MANHATTAN
Noise - Park,Park/Playground,HICKMAN PLAYGROUND,BROOKLYN
Noise - Park,Park/Playground,5 AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,EAST  128 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST   81 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,ROCHAMBEAU AVENUE,BRONX
Noise - Residential,Residential Building/House,HARROD AVENUE,BRONX
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",nan,BROOKLYN
Maintenance or Facility,Park,nan,QUEENS
Noise - Residential,Residential Building/House,EAST  227 STREET,BRONX
Noise - Residential,Residential Building/House,EAST   93 STREET,MANHATTAN
Noise - Residential,Residential Building/House,72 STREET,QUEENS
Noise - Residential,Residential Building/House,210 STREET,QUEENS
Noise - Residential,Residential Building/House,MONROE AVENUE,BRONX
PLUMBING,RESIDENTIAL BUILDING,WEST   58 STREET,MANHATTAN
Noise - Residential,Residential Building/House,BUSHWICK AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,BUSHWICK AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,WEST   30 STREET,MANHATTAN
Noise - Residential,Residential Building/House,COLUMBUS AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,TYSENS LANE,STATEN ISLAND
Noise - Residential,Residential Building/House,FORT HAMILTON PARKWAY,BROOKLYN
Noise - Residential,Residential Building/House,LAMONT AVENUE,STATEN ISLAND
Noise - Residential,Residential Building/House,ARTHUR KILL ROAD,STATEN ISLAND
Noise - Residential,Residential Building/House,WEST STREET,MANHATTAN
Noise - Residential,Residential Building/House,NETHERLAND AVENUE,BRONX
Noise - Residential,Residential Building/House,88 STREET,QUEENS
Noise - Residential,Residential Building/House,NAGLE AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,CARLTON AVENUE,BROOKLYN
Vending,Street/Sidewalk,AVENUE U,BROOKLYN
Noise - Residential,Residential Building/House,HUGHES AVENUE,BRONX
Noise - Residential,Residential Building/House,EAST  156 STREET,BRONX
Noise - Residential,Residential Building/House,WEST  142 STREET,MANHATTAN
Noise - Residential,Residential Building/House,VERNON AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,BROADWAY,MANHATTAN
Noise - Residential,Residential Building/House,MORRIS AVENUE,BRONX
Noise - Residential,Residential Building/House,EAST  131 STREET,MANHATTAN
Noise - Residential,Residential Building/House,LINDEN PLACE,QUEENS
Noise - Residential,Residential Building/House,ELDERT LANE,QUEENS
Noise - Residential,Residential Building/House,EAST   30 STREET,MANHATTAN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Noise - Residential,Residential Building/House,HUDSON STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST   53 STREET,MANHATTAN
Benefit Card Replacement,Address Outside of NYC,nan,Unspecified
Sewer,nan,HEYSON RD,QUEENS
Noise - Residential,nan,BAY PARKWAY,BROOKLYN
Noise - Residential,nan,WEST  168 STREET,BRONX
Noise - Residential,Residential Building/House,EAST TREMONT AVENUE,BRONX
Noise - Residential,Residential Building/House,WEST  138 STREET,MANHATTAN
Noise - Residential,Residential Building/House,58 STREET,QUEENS
Violation of Park Rules,Park,MERIDIAN ROAD,QUEENS
Violation of Park Rules,Street/Curbside,ASSER LEVY PLACE,MANHATTAN
Noise - Residential,Residential Building/House,WEST  131 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,BUSHWICK AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,STERLING PLACE,BROOKLYN
Noise - Residential,Residential Building/House,NEW UTRECHT AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,FT GREENE PLACE,BROOKLYN
Noise - Residential,Residential Building/House,BOYNTON AVENUE,BRONX
Street Light Condition,nan,72 STREET,BROOKLYN
Noise - Residential,Residential Building/House,203 STREET,QUEENS
Noise - Residential,Residential Building/House,FREDERICK DOUGLAS BOULEVARD,MANHATTAN
Noise - Residential,Residential Building/House,EAST    2 STREET,BROOKLYN
Illegal Parking,Street/Sidewalk,PATTERSON AVENUE,BRONX
Noise - Residential,Residential Building/House,50 STREET,BROOKLYN
Noise - Residential,Residential Building/House,NOSTRAND AVENUE,BROOKLYN
DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",nan,STATEN ISLAND
Noise - Residential,Residential Building/House,SUTTER AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,WEST  129 STREET,MANHATTAN
Noise - Residential,Residential Building/House,ALBANY AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,WEST  187 STREET,MANHATTAN
Noise - Residential,Residential Building/House,GOUVERNEUR AVENUE,BRONX
Elevator,nan,VERONICA PLACE,BROOKLYN
Elevator,nan,SULLIVAN PLACE,BROOKLYN
Noise - Residential,Residential Building/House,WEST   65 STREET,MANHATTAN
Noise - Residential,Residential Building/House,8 AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,169 STREET,QUEENS
Noise - Residential,Residential Building/House,BRADHURST AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,RIVERDALE AVENUE,BRONX
Noise - Residential,Residential Building/House,LOGAN AVENUE,BRONX
Noise - Residential,Residential Building/House,NETHERLAND AVENUE,BRONX
Elevator,nan,LIVONIA AVENUE,BROOKLYN
Elevator,nan,THROOP AVENUE,BROOKLYN
Illegal Parking,Street/Sidewalk,AVENUE O,BROOKLYN
Elevator,nan,FORT WASHINGTON AVENUE,MANHATTAN
Elevator,nan,150 STREET,QUEENS
Elevator,nan,NORTH    4 PLACE,BROOKLYN
Elevator,nan,MIDDLETON STREET,BROOKLYN
Elevator,nan,EAST  124 STREET,MANHATTAN
Elevator,nan,WEST  170 STREET,BRONX
Elevator,nan,WEST  170 STREET,BRONX
Elevator,nan,BUCHANAN PLACE,BRONX
Elevator,nan,UNIVERSITY AVENUE,BRONX
Noise - Residential,Residential Building/House,TROY AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,FRANCIS LEWIS BOULEVARD,QUEENS
Vending,Street/Sidewalk,BOWLING GREEN,MANHATTAN
Vending,Street/Sidewalk,60 STREET,QUEENS
Violation of Park Rules,Park,29 STREET,QUEENS
Elevator,nan,MARBLE HILL AVENUE,BRONX
Elevator,nan,CHITTENDEN AVENUE,MANHATTAN
Elevator,nan,BROADWAY,MANHATTAN
Elevator,nan,OCEAN AVENUE,BROOKLYN
Elevator,nan,COLUMBUS AVENUE,MANHATTAN
Elevator,nan,HOLLAND AVENUE,BRONX
Elevator,nan,84 DRIVE,QUEENS
Elevator,nan,EMMONS AVENUE,BROOKLYN
Elevator,nan,AVENUE O,BROOKLYN
Highway Condition,Highway,nan,Unspecified
Noise - Residential,Residential Building/House,102 AVENUE,QUEENS
Noise - Residential,Residential Building/House,KINGS HIGHWAY,BROOKLYN
Noise - Residential,Residential Building/House,BERRIMAN STREET,BROOKLYN
Noise - Residential,Residential Building/House,DAVIS AVENUE,BRONX
Elevator,nan,FLUSHING AVENUE,BROOKLYN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Elevator,nan,KINGS HIGHWAY,BROOKLYN
Elevator,nan,WALTON AVENUE,BRONX
Noise - Commercial,Store/Commercial,WILLIAM STREET,MANHATTAN
Noise - Commercial,Store/Commercial,9 AVENUE,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,162 STREET,QUEENS
Noise - Commercial,Club/Bar/Restaurant,DEGRAW STREET,BROOKLYN
Noise - Residential,Residential Building/House,SUTTER AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,FRANKLIN D ROOSEVELT DRIVE,MANHATTAN
Noise - Residential,Residential Building/House,BEACH AVENUE,BRONX
Noise - Residential,Residential Building/House,MALCOLM X BOULEVARD,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,LIBERTY AVENUE,QUEENS
Noise - Commercial,Club/Bar/Restaurant,GRAND STREET EXTENSION,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,ASTORIA BOULEVARD,QUEENS
Noise - Commercial,Store/Commercial,ELDERT STREET,BROOKLYN
Noise - Residential,Residential Building/House,DAVIS AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,WEST  189 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,MORNINGSIDE AVENUE,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,KENT AVENUE,BROOKLYN
DOF Parking - Payment Issue,nan,nan,Unspecified
Traffic Signal Condition,nan,nan,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,AVENUE A,MANHATTAN
Noise - Commercial,Store/Commercial,LIBERTY AVENUE,QUEENS
Noise - Commercial,Store/Commercial,SECOND AVENUE,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,LINCOLN AVENUE,STATEN ISLAND
Noise - Commercial,Club/Bar/Restaurant,7 AVENUE,MANHATTAN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Noise - Commercial,Club/Bar/Restaurant,5 AVENUE,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,WEST   28 STREET,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,5 AVENUE,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,EAST   36 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,WEST  138 STREET,MANHATTAN
Noise - Park,Park/Playground,AMSTERDAM AVENUE,MANHATTAN
Noise - Park,Park/Playground,PARK LANE,QUEENS
Noise - Residential,Residential Building/House,EAST  148 STREET,BRONX
Noise - Residential,Residential Building/House,2 AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,WEST  139 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,EAST  181 STREET,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,ELDERT LANE,BROOKLYN
DOF Property - Request Copy,Property Address,nan,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,EAST   34 STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,FRANCIS LEWIS BOULEVARD,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,EAST  169 STREET,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,NORTH    8 STREET,BROOKLYN
Noise - Street/Sidewalk,Street/Sidewalk,PUTNAM AVENUE,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,37 DRIVE,QUEENS
Noise - Commercial,Store/Commercial,UTICA AVENUE,BROOKLYN
Noise - Commercial,Store/Commercial,21 STREET,QUEENS
Noise - Commercial,Store/Commercial,WEST  142 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,TROUTMAN STREET,BROOKLYN
Noise - Commercial,Store/Commercial,ST NICHOLAS AVENUE,MANHATTAN
Noise - Commercial,Store/Commercial,AVENUE B,MANHATTAN
Noise - Commercial,Store/Commercial,ROCKAWAY AVENUE,BROOKLYN
SCRIE,Senior Address,nan,BROOKLYN
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,WEST   26 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,WEST  138 STREET,MANHATTAN
Water System,nan,90 STREET,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,CRESTON AVENUE,BRONX
Elevator,nan,BEACH   32 STREET,QUEENS
Elevator,nan,7 AVENUE,MANHATTAN
Elevator,nan,CABRINI BOULEVARD,MANHATTAN
Noise - Commercial,Store/Commercial,NEWTOWN AVENUE,QUEENS
Noise - Commercial,Store/Commercial,ASTORIA BOULEVARD,QUEENS
Noise - Park,Park/Playground,PARADE PLACE,BROOKLYN
Noise - Residential,Residential Building/House,PINSON STREET,QUEENS
Noise - Residential,Residential Building/House,NORTH    6 STREET,BROOKLYN
SCRIE,Senior Address,nan,BROOKLYN
Lost Property,nan,1 AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,AVENUE OF THE AMERICAS,MANHATTAN
SCRIE,Senior Address,nan,MANHATTAN
Noise - Residential,Residential Building/House,BROOK AVENUE,BRONX
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,RYER AVENUE,BRONX
Noise - Residential,Residential Building/House,EAST   64 STREET,MANHATTAN
Noise - Residential,Residential Building/House,BRIGHTON    7 STREET,BROOKLYN
Noise - Residential,Residential Building/House,GREYSTONE AVENUE,BRONX
Noise - Residential,Residential Building/House,WEST  158 STREET,MANHATTAN
Noise - Street/Sidewalk,Street/Sidewalk,VERNON BOULEVARD,QUEENS
Noise - Street/Sidewalk,Street/Sidewalk,PRIMROSE PLACE,STATEN ISLAND
Noise - Street/Sidewalk,Street/Sidewalk,BEACH AVENUE,BRONX
Noise - Street/Sidewalk,Street/Sidewalk,WEST END AVENUE,MANHATTAN
Noise - Vehicle,Street/Sidewalk,WEST   47 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,MONROE AVENUE,BRONX
Elevator,nan,WEST  156 STREET,MANHATTAN
Elevator,nan,16 STREET,BROOKLYN
Elevator,nan,WEST  156 STREET,MANHATTAN
Elevator,nan,150 PLACE,QUEENS
Elevator,nan,GRAND CONCOURSE,BRONX
Noise - Residential,Residential Building/House,NETHERLAND AVENUE,STATEN ISLAND
Noise - Residential,Residential Building/House,MADISON AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,MINETTA LANE,MANHATTAN
Noise - Residential,Residential Building/House,76 STREET,BROOKLYN
Noise - Residential,Residential Building/House,WEST  145 STREET,MANHATTAN
Noise - Residential,Residential Building/House,WEST  136 STREET,MANHATTAN
Noise - Residential,Residential Building/House,BRIGHTON   15 STREET,BROOKLYN
Noise - Vehicle,Street/Sidewalk,WEST  160 STREET,MANHATTAN
Noise - Vehicle,Street/Sidewalk,AVENUE N,BROOKLYN
Noise - Vehicle,Street/Sidewalk,MORRIS AVENUE,BRONX
Noise - Vehicle,Street/Sidewalk,POST AVENUE,MANHATTAN
Noise - Vehicle,Street/Sidewalk,EAST  132 STREET,BRONX
Noise - Vehicle,Street/Sidewalk,FORT WASHINGTON AVENUE,MANHATTAN
Noise - Residential,Residential Building/House,WEST  105 STREET,MANHATTAN
Noise - Residential,Residential Building/House,RICHMAN PLAZA,BRONX
Noise - Residential,Residential Building/House,WEST TENTH STREET,MANHATTAN
Noise - Residential,Residential Building/House,100 STREET,BROOKLYN
Noise - Residential,Residential Building/House,SAUNDERS STREET,QUEENS
Noise - Residential,Residential Building/House,NOSTRAND AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,EAST   70 STREET,MANHATTAN
Maintenance or Facility,Park,nan,BRONX
Noise - Residential,Residential Building/House,CROES AVENUE,BRONX
Noise - Residential,Residential Building/House,CHERRY STREET,MANHATTAN
Noise - Residential,Residential Building/House,WEST   69 STREET,MANHATTAN
Noise - Residential,Residential Building/House,BRIGGS AVENUE,BRONX
Noise - Commercial,Club/Bar/Restaurant,LIBERTY AVENUE,QUEENS
Noise - Commercial,Club/Bar/Restaurant,LIBERTY AVENUE,QUEENS
Noise - Commercial,Club/Bar/Restaurant,LIBERTY AVENUE,QUEENS
Noise - Commercial,Club/Bar/Restaurant,COURT STREET,BROOKLYN
Noise - Residential,Residential Building/House,243 STREET,QUEENS
Noise - Residential,Residential Building/House,SCRIBNER AVENUE,STATEN ISLAND
Noise - Residential,Residential Building/House,WEST  136 STREET,MANHATTAN
Noise - Residential,Residential Building/House,SHORE FRONT PARKWAY,QUEENS
Noise - Residential,Residential Building/House,PARKVIEW TERRACE,BRONX
Noise - Residential,Residential Building/House,MATTHEWS AVENUE,BRONX
Noise - Residential,Residential Building/House,BELMONT AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,EAST  223 STREET,BRONX
Noise - Residential,Residential Building/House,TAYLOR STREET,BROOKLYN
Noise - Residential,Residential Building/House,EAST  111 STREET,MANHATTAN
Noise - Residential,Residential Building/House,DAVIDSON AVENUE,BRONX
Noise - Residential,Residential Building/House,30 STREET,QUEENS
Noise - Residential,Residential Building/House,EAST   86 STREET,BROOKLYN
Noise - Commercial,Store/Commercial,RIDGEWOOD AVENUE,BROOKLYN
Noise - Commercial,Club/Bar/Restaurant,DYCKMAN STREET,MANHATTAN
Noise - Commercial,Club/Bar/Restaurant,BROADWAY,QUEENS
Noise - Commercial,Club/Bar/Restaurant,103 STREET,QUEENS
Noise - Residential,Residential Building/House,BEVERLEY ROAD,BROOKLYN
Noise - Residential,Residential Building/House,HIGHLAND AVENUE,QUEENS
Noise - Residential,Residential Building/House,EAST  141 STREET,BRONX
Noise - Residential,Residential Building/House,HUGHES AVENUE,BRONX
Noise - Residential,Residential Building/House,SUFFOLK STREET,MANHATTAN
Noise - Residential,Residential Building/House,GRAND CONCOURSE,BRONX
Noise - Residential,Residential Building/House,WEST   95 STREET,MANHATTAN
Noise - Residential,Residential Building/House,MENAHAN STREET,BROOKLYN
Noise - Residential,Residential Building/House,WEST   23 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,BROADWAY,MANHATTAN
Noise - Commercial,Store/Commercial,SOUTH FIRST STREET,BROOKLYN
Noise - Commercial,Store/Commercial,BROADWAY,MANHATTAN
Noise - Commercial,Store/Commercial,STEINWAY STREET,QUEENS
Noise - Commercial,Store/Commercial,WEST   51 STREET,MANHATTAN
Noise - Commercial,Store/Commercial,CONEY ISLAND AVENUE,BROOKLYN
Noise - Commercial,Store/Commercial,MYRTLE AVENUE,BROOKLYN
Noise - Commercial,Store/Commercial,BERGEN STREET,BROOKLYN
Noise - Residential,Residential Building/House,12 STREET,QUEENS
Noise - Residential,Residential Building/House,HOLLYWOOD COURT,QUEENS
Noise - Residential,Residential Building/House,VERMONT STREET,BROOKLYN
Noise - Residential,Residential Building/House,WEST  112 STREET,MANHATTAN
Noise - Residential,Residential Building/House,KISSENA BOULEVARD,QUEENS
Noise - Residential,Residential Building/House,MORRIS AVENUE,BRONX
Noise - Residential,Residential Building/House,WEST  186 STREET,MANHATTAN
Noise - Residential,Residential Building/House,STRATFORD AVENUE,BRONX
Noise - Residential,Residential Building/House,FREEMAN STREET,BRONX
Noise - Residential,Residential Building/House,WEST  136 STREET,MANHATTAN
Noise - Residential,Residential Building/House,159 STREET,QUEENS
Blocked Driveway,Street/Sidewalk,WEST 60 STREET,MANHATTAN
Noise - Residential,Residential Building/House,212 PLACE,QUEENS
Noise - Residential,Residential Building/House,PARK AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,TRINITY AVENUE,BRONX
Noise - Commercial,Store/Commercial,DYCKMAN STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST   22 STREET,BROOKLYN
Noise - Residential,Residential Building/House,9 AVENUE,QUEENS
Noise - Residential,Residential Building/House,WEST  175 STREET,MANHATTAN
Noise - Residential,Residential Building/House,MORRIS AVENUE,BRONX
Noise - Residential,Residential Building/House,STOCKHOLM STREET,BROOKLYN
Noise - Residential,Residential Building/House,CROSS BRONX EXPRESSWAY SVC RD S,BRONX
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Noise - Residential,Residential Building/House,EAST   83 STREET,MANHATTAN
Noise - Residential,Residential Building/House,SURF AVENUE,BROOKLYN
Street Condition,nan,RUST STREET,QUEENS
Noise - Residential,Residential Building/House,BLEECKER STREET,QUEENS
Noise - Residential,Residential Building/House,EAST    6 STREET,MANHATTAN
Noise - Residential,Residential Building/House,WEST   91 STREET,MANHATTAN
Noise - Residential,Residential Building/House,EAST  134 STREET,BRONX
Noise - Residential,Residential Building/House,LAFAYETTE AVENUE,BROOKLYN
Benefit Card Replacement,NYC Street Address,nan,Unspecified
Noise - Residential,Residential Building/House,MANHATTAN AVENUE,BROOKLYN
Sidewalk Condition,Sidewalk,ARTHUR KILL ROAD,STATEN ISLAND
Traffic Signal Condition,nan,nan,BROOKLYN
Noise - Residential,Residential Building/House,NOSTRAND AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,EAST  222 STREET,BRONX
Noise - Residential,Residential Building/House,STANLEY AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,WYCKOFF AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,SHAKESPEARE AVENUE,BRONX
Noise - Residential,Residential Building/House,POPLAR STREET,BRONX
Noise - Residential,Residential Building/House,LEFFERTS AVENUE,BROOKLYN
Noise - Residential,Residential Building/House,MOORE STREET,BROOKLYN
Noise - Residential,Residential Building/House,WEST  179 STREET,MANHATTAN
Noise - Residential,Residential Building/House,WEST  238 STREET,BRONX
